date,daily_net_inflow_100mn,rolling_7d_net_inflow_100mn,missing_flow_codes
2026-06-22,-64.377972,-488.47253400000005,
2026-06-23,-249.653934,-758.962413,
2026-06-24,-275.190795,-1026.515034,
2026-06-25,-352.892637,-1290.634695,
2026-06-26,-1.3390559999999998,-1192.541076,
2026-06-29,-134.56116,-1171.630584,
2026-06-30,-171.118089,-1249.1336430000001,
2026-07-01,-58.209282,-1242.9649530000002,
2026-07-02,-18.167507999999998,-1011.478527,
2026-07-03,-199.076076,-935.3638080000001,
2026-07-06,-23.504085,-605.9752560000001,
2026-07-07,17.152326,-587.4838740000001,
2026-07-08,10.27692,-442.6457940000001,
2026-07-09,0.22210200000000024,-271.3056030000001,
2026-07-10,-5.005800000000001,-218.10212100000007,
2026-07-13,92.457126,-107.47748700000005,
2026-07-14,26.537364,118.13595299999994,
2026-07-15,11.254662,152.89469999999994,
2026-07-16,110.59135199999999,246.33372599999993,
2026-07-17,168.103971,404.16077699999994,
2026-07-20,159.398568,563.337243,
2026-07-21,-31.474142999999998,536.8688999999999,
2026-07-22,-15.77907,428.63270399999993,
2026-07-23,15.970986000000002,418.06632599999995,
2026-07-24,14.822936999999998,421.6346009999999,
2026-07-27,26.720433,337.76368199999996,
